    # Step         Domain_Size
   1310000      1.24878044E+01     -2.49999478E-01      5.16370535E-01      4.65298462E+01      1.06914034E+01
   1320000      1.25259943E+01     -2.49999493E-01      5.16813457E-01      4.79056129E+01      1.20493469E+01
   1330000      1.26419754E+01     -2.49999493E-01      5.16646206E-01      4.35079613E+01      8.03457260E+00
   1340000      1.26811142E+01     -2.49999449E-01      5.16727746E-01      4.88766861E+01      9.77902889E+00
   1350000      1.26419754E+01     -2.49999493E-01      5.16151428E-01      4.59627533E+01      9.19372559E+00
   1360000      1.26419754E+01     -2.49999434E-01      5.16386986E-01      4.65207520E+01      1.08263893E+01
   1370000      1.25644169E+01     -2.49999464E-01      5.16092122E-01      4.87485619E+01      1.19724083E+01
   1380000      1.25259943E+01     -2.49999419E-01      5.16122043E-01      4.73472137E+01      9.80537987E+00
   1390000      1.24878044E+01     -2.49999493E-01      5.16232610E-01      4.65668983E+01      1.25006218E+01
   1400000      1.25259943E+01     -2.49999419E-01      5.17093837E-01      4.90697479E+01      1.29254456E+01
   1410000      1.25259943E+01     -2.49999478E-01      5.15919447E-01      4.74036293E+01      9.92898178E+00
   1420000      1.25644169E+01     -2.49999464E-01      5.16280353E-01      4.89603500E+01      1.00390615E+01
   1430000      1.24121208E+01     -2.49999449E-01      5.16640186E-01      4.89721222E+01      1.11318769E+01
   1440000      1.24878044E+01     -2.49999478E-01      5.16466975E-01      5.04728737E+01      1.18190794E+01
   1450000      1.24878044E+01     -2.49999449E-01      5.16092300E-01      4.89116135E+01      1.00479107E+01
   1460000      1.25644169E+01     -2.49999493E-01      5.15714765E-01      4.89735680E+01      1.04189825E+01
   1470000      1.24878044E+01     -2.49999508E-01      5.16247928E-01      5.20193787E+01      1.08278761E+01
   1480000      1.24878044E+01     -2.49999627E-01      5.16299844E-01      4.81951675E+01      9.79831791E+00
   1490000      1.24878044E+01     -2.49999464E-01      5.16397715E-01      4.72336464E+01      9.15690231E+00
   1500000      1.24498482E+01     -2.49999493E-01      5.16881943E-01      5.66869011E+01      9.55217361E+00
   1510000      1.23373489E+01     -2.49999404E-01      5.15942931E-01      5.12042122E+01      1.11406364E+01
   1520000      1.25259943E+01     -2.49999434E-01      5.16074896E-01      4.89014702E+01      9.98723221E+00
   1530000      1.24498482E+01     -2.49999434E-01      5.16445577E-01      4.78848610E+01      1.16694679E+01
   1540000      1.25259943E+01     -2.49999434E-01      5.16785800E-01      5.01681938E+01      1.17049150E+01
   1550000      1.24498482E+01     -2.49999449E-01      5.16912937E-01      4.33260651E+01      1.34328756E+01
   1560000      1.25259943E+01     -2.49999449E-01      5.16026318E-01      5.36261024E+01      1.19502525E+01
   1570000      1.25644169E+01     -2.49999464E-01      5.16459286E-01      5.44848328E+01      1.12232180E+01
   1580000      1.26030769E+01     -2.49999493E-01      5.16636610E-01      4.88489494E+01      1.16035376E+01
   1590000      1.25259943E+01     -2.49999493E-01      5.16195118E-01      4.92335854E+01      1.12605371E+01
   1600000      1.23746223E+01     -2.49999434E-01      5.16390383E-01      5.10694733E+01      1.07986898E+01
   1610000      1.25259943E+01     -2.49999419E-01      5.16061544E-01      5.31579628E+01      1.17157230E+01
   1620000      1.25644169E+01     -2.49999464E-01      5.16549706E-01      5.11794891E+01      1.13224545E+01
   1630000      1.24121208E+01     -2.49999478E-01      5.16063809E-01      5.05291290E+01      8.83270073E+00
   1640000      1.26030769E+01     -2.49999523E-01      5.16034484E-01      4.99330673E+01      1.03668280E+01
   1650000      1.25259943E+01     -2.49999464E-01      5.16412556E-01      5.41932373E+01      8.12882805E+00
   1660000      1.25259943E+01     -2.49999389E-01      5.16719282E-01      5.39176216E+01      1.06668901E+01
   1670000      1.25259943E+01     -2.49999478E-01      5.16736031E-01      4.54558258E+01      1.00121412E+01
   1680000      1.24878044E+01     -2.49999478E-01      5.16279280E-01      4.35719032E+01      1.21018429E+01
   1690000      1.24878044E+01     -2.49999449E-01      5.16547263E-01      4.45700378E+01      1.24759474E+01
   1700000      1.24878044E+01     -2.49999478E-01      5.15922189E-01      4.64023972E+01      1.25293531E+01
   1710000      1.26030769E+01     -2.49999464E-01      5.16717851E-01      4.97604446E+01      1.22578831E+01
   1720000      1.25259943E+01     -2.49999404E-01      5.16556561E-01      4.52524376E+01      9.71769905E+00
   1730000      1.25259943E+01     -2.49999464E-01      5.16565621E-01      4.85052299E+01      1.05369406E+01
   1740000      1.24498482E+01     -2.49999449E-01      5.16418278E-01      5.10282097E+01      1.18310661E+01
   1750000      1.24878044E+01     -2.49999493E-01      5.16706467E-01      4.90059395E+01      1.09141369E+01
   1760000      1.25644169E+01     -2.49999449E-01      5.16451538E-01      4.52759857E+01      1.15103703E+01
   1770000      1.25644169E+01     -2.49999449E-01      5.16242027E-01      4.73666458E+01      1.02106743E+01
   1780000      1.25644169E+01     -2.49999464E-01      5.16582549E-01      4.69822197E+01      1.12510347E+01
   1790000      1.26419754E+01     -2.49999404E-01      5.16527414E-01      4.66302338E+01      9.01621342E+00
   1800000      1.26419754E+01     -2.49999508E-01      5.16353428E-01      4.70921516E+01      7.95122623E+00
   1810000      1.25644169E+01     -2.49999508E-01      5.16784906E-01      4.79436874E+01      1.02377281E+01
   1820000      1.24498482E+01     -2.49999464E-01      5.16462266E-01      4.86721420E+01      9.80548763E+00
   1830000      1.24498482E+01     -2.49999464E-01      5.16154110E-01      4.74301300E+01      1.27610559E+01
   1840000      1.24121208E+01     -2.49999493E-01      5.15806615E-01      4.50034790E+01      1.03658028E+01
   1850000      1.24498482E+01     -2.49999478E-01      5.16580582E-01      5.02023659E+01      9.31369877E+00
   1860000      1.25259943E+01     -2.49999374E-01      5.16753316E-01      4.76275711E+01      8.91860962E+00
   1870000      1.26030769E+01     -2.49999493E-01      5.16367733E-01      4.97431221E+01      1.14691687E+01
   1880000      1.25259943E+01     -2.49999359E-01      5.16514957E-01      4.90724678E+01      1.16940546E+01
   1890000      1.24878044E+01     -2.49999389E-01      5.16598582E-01      5.16080322E+01      1.25853500E+01
   1900000      1.23373489E+01     -2.49999568E-01      5.16690016E-01      4.64051743E+01      1.04253597E+01
   1910000      1.24498482E+01     -2.49999434E-01      5.16196609E-01      5.06967964E+01      1.03614101E+01
   1920000      1.25259943E+01     -2.49999478E-01      5.16988516E-01      5.02038956E+01      1.18776960E+01
   1930000      1.26419754E+01     -2.49999523E-01      5.16408205E-01      4.94923668E+01      1.03368988E+01
   1940000      1.24878044E+01     -2.49999478E-01      5.16507149E-01      5.17371750E+01      1.16207466E+01
   1950000      1.24878044E+01     -2.49999404E-01      5.16659558E-01      5.25821228E+01      1.29363527E+01
   1960000      1.24498482E+01     -2.49999523E-01      5.16019702E-01      4.56081467E+01      1.13497076E+01
   1970000      1.24878044E+01     -2.49999508E-01      5.16451061E-01      4.83228645E+01      9.95133114E+00
   1980000      1.24121208E+01     -2.49999478E-01      5.16541004E-01      4.78037338E+01      1.04935036E+01
   1990000      1.25644169E+01     -2.49999449E-01      5.16199112E-01      5.24820900E+01      9.00026035E+00
   2000000      1.25644169E+01     -2.49999478E-01      5.16360581E-01      4.48295135E+01      9.33339214E+00
   2010000      1.25259943E+01     -2.49999493E-01      5.17301679E-01      4.65457191E+01      1.03611259E+01
   2020000      1.25644169E+01     -2.49999464E-01      5.16456723E-01      4.38946419E+01      1.09113245E+01
   2030000      1.25259943E+01     -2.49999419E-01      5.16731977E-01      4.90354347E+01      1.25501432E+01
   2040000      1.24878044E+01     -2.49999523E-01      5.16143084E-01      4.54853859E+01      1.32573071E+01
   2050000      1.25644169E+01     -2.49999404E-01      5.16269505E-01      4.98336601E+01      9.23304844E+00
   2060000      1.25259943E+01     -2.49999374E-01      5.16522229E-01      4.54829521E+01      1.18934793E+01
   2070000      1.25644169E+01     -2.49999434E-01      5.16014755E-01      4.65642662E+01      1.22666683E+01
   2080000      1.24498482E+01     -2.49999434E-01      5.16247153E-01      4.65528908E+01      1.05066786E+01
   2090000      1.26030769E+01     -2.49999478E-01      5.16785443E-01      4.64922218E+01      1.00885668E+01
   2100000      1.26811142E+01     -2.49999464E-01      5.16505539E-01      4.87618027E+01      7.87856531E+00
   2110000      1.26030769E+01     -2.49999434E-01      5.16442478E-01      4.86726723E+01      8.45861721E+00
   2120000      1.26030769E+01     -2.49999434E-01      5.16082466E-01      4.79255219E+01      8.31740665E+00
   2130000      1.24878044E+01     -2.49999464E-01      5.16697943E-01      4.77571716E+01      9.27771091E+00
   2140000      1.25644169E+01     -2.49999449E-01      5.16403496E-01      4.85828056E+01      1.06943321E+01
   2150000      1.25259943E+01     -2.49999419E-01      5.16670108E-01      4.67580185E+01      9.46245766E+00
   2160000      1.26419754E+01     -2.49999449E-01      5.16152382E-01      5.05345306E+01      1.25652008E+01
   2170000      1.26030769E+01     -2.49999419E-01      5.16243935E-01      4.88264999E+01      1.29925261E+01
   2180000      1.25259943E+01     -2.49999434E-01      5.16248226E-01      4.83788261E+01      1.28536797E+01
   2190000      1.25644169E+01     -2.49999449E-01      5.16834617E-01      5.12468872E+01      1.11719160E+01
   2200000      1.26030769E+01     -2.49999434E-01      5.16740143E-01      5.18806305E+01      9.74356270E+00
   2210000      1.25644169E+01     -2.49999449E-01      5.16594589E-01      4.78175964E+01      8.20005131E+00
   2220000      1.25644169E+01     -2.49999389E-01      5.16738355E-01      4.87866936E+01      1.19626341E+01
   2230000      1.26030769E+01     -2.49999508E-01      5.16596258E-01      4.71359596E+01      9.77245903E+00
   2240000      1.25259943E+01     -2.49999493E-01      5.16519725E-01      4.62551842E+01      9.93942165E+00
   2250000      1.26419754E+01     -2.49999434E-01      5.16579270E-01      5.15326118E+01      1.26061850E+01
   2260000      1.25259943E+01     -2.49999464E-01      5.15940487E-01      4.87525978E+01      1.34127560E+01
   2270000      1.25259943E+01     -2.49999359E-01      5.16981304E-01      5.15227356E+01      1.41564417E+01
   2280000      1.25644169E+01     -2.49999449E-01      5.16475379E-01      4.90722427E+01      1.05290136E+01
   2290000      1.25644169E+01     -2.49999493E-01      5.16623378E-01      4.82036285E+01      1.14516630E+01
   2300000      1.24878044E+01     -2.49999523E-01      5.16293764E-01      4.67242622E+01      1.13622112E+01
   2310000      1.24878044E+01     -2.49999493E-01      5.16455710E-01      5.13551407E+01      1.14967318E+01
   2320000      1.25644169E+01     -2.49999404E-01      5.16622901E-01      4.78909340E+01      1.22072086E+01
   2330000      1.25259943E+01     -2.49999523E-01      5.16105711E-01      4.88080711E+01      1.08086615E+01
   2340000      1.25259943E+01     -2.49999568E-01      5.16667902E-01      5.23540573E+01      1.08989000E+01
   2350000      1.24498482E+01     -2.49999449E-01      5.16238153E-01      4.90660362E+01      1.18556480E+01
   2360000      1.25644169E+01     -2.49999464E-01      5.16230404E-01      4.89510536E+01      1.13400345E+01
   2370000      1.24498482E+01     -2.49999464E-01      5.16193807E-01      4.77612076E+01      1.00754871E+01
